from,七台河,万宁,三亚,三明,三沙,三门峡,上海,上饶,东方,东莞,东营,中卫,中山,临夏,临汾,临沂,临沧,临高县,丹东,丽水,丽江,乌兰察布,乌海,乌鲁木齐,乐东,乐山,九江,云南个旧市,云浮,五家渠,五指山,亳州,仙桃,伊春,伊犁,佛山,佳木斯,保亭,保定,保山,信阳,儋州,克州,克拉玛依,六安,六盘水,兰州,兴安盟,内江,凉山,包头,北京,北屯,北海,十堰,南京,南充,南宁,南平,南昌,南通,南阳,博州,厦门,双河,双鸭山,可克达拉,台州,台湾,合肥,吉安,吉林,吐鲁番,吕梁,吴忠,周口,呼伦贝尔,呼和浩特,和田,咸宁,咸阳,哈密,哈尔滨,唐山,商丘,商洛,喀什,嘉兴,嘉峪关,四平,固原,图木舒克,坝州,塔城,大兴安岭,大同,大庆,大理,大连,天水,天津,天门,太原,威海,娄底,孝感,宁德,宁波,安庆,安康,安阳,安顺,定安县,定西,宜宾,宜昌,宜春,宝鸡,宣城,宿州,宿迁,屯昌县,山南,岳阳,崇左,巴中,巴州,巴彦淖尔,常州,常德,平凉,平顶山,广元,广安,广州,庆阳,廊坊,延安,延边,开封,张家口,张家界,张掖,徐州,德宏,德州,德阳,忻州,怀化,怒江,恩施州,惠州,成都,扬州,承德,抚州,抚顺,拉萨,揭阳,攀枝花,文山,文昌,新乡,新余,新疆于田县,新疆和田县,新疆墨玉县,无锡,日喀则,日照,昆明,昌吉,昌江,昌都,昭通,晋中,晋城,普洱,景德镇,曲靖,朔州,朝阳,本溪,来宾,杭州,松原,林芝,果洛,枣庄,柳州,株洲,桂林,梅州,梧州,楚雄,榆林,武威,武汉,毕节,永州,汉中,汕头,汕尾,江门,池州,沈阳,沧州,河池,河源,泉州,泰安,泰州,泸州,洛阳,济南,济宁,济源,海东,海北,海南州,海口,海西州,淄博,淮北,淮南,淮安,深圳,清远,温州,渭南,湖州,湘潭,湘西,湛江,滁州,滨州,漯河,漳州,潍坊,潜江,潮州,澄迈县,澳门,濮阳,烟台,焦作,牡丹江,玉林,玉树州,玉溪,珠海,琼中,琼海,甘南,甘孜,白城,白山,白沙,白银,百色,益阳,盐城,盘锦,眉山,石嘴山,石家庄,石河子,神农架,福州,秦皇岛,红河,绍兴,绥化,绵阳,聊城,肇庆,自贡,舟山,芜湖,苏州,茂名,荆州,荆门,莆田,莱芜,菏泽,萍乡,营口,葫芦岛,蚌埠,衡水,衡阳,衢州,襄阳,西双版纳,西宁,西安,许昌,贵港,贵阳,贺州,资阳,赣州,赤峰,辽源,辽阳,达州,运城,连云港,迪庆,通化,通辽,遂宁,遵义,邢台,那曲,邯郸,邵阳,郑州,郴州,鄂尔多斯,鄂州,酒泉,重庆,金华,金昌,钦州,铁岭,铜仁,铜川,铜陵,银川,锡盟,锦州,镇江,长春,长沙,长治,阜新,阜阳,防城港,阳江,阳泉,阿克苏,阿勒泰,阿拉善盟,阿拉尔,阿里,陇南,陵水,随州,雅安,青岛,鞍山,韶关,香港,马鞍山,驻马店,鸡西,鹤壁,鹤岗,鹰潭,黄冈,黄南州,黄山,黄石,黑河,黔东南,黔南,黔西南,齐齐哈尔,龙岩
河池,0,0,0,0,0,0,67143,0,386,1777204,0,0,293343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243451,0,0,0,0,0,0,1299649,0,0,0,0,0,0,0,0,0,0,0,0,4520,0,0,0,0,99597,0,83945,13580,9088112,0,0,0,0,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,17967,0,0,0,0,0,0,37691,0,0,0,0,0,0,0,0,0,61589,0,0,0,0,0,8657,0,0,0,1279152,0,0,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,7899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,0,774956,251900,0,1039,95,0,3482830,0,497174,0,249294,0,0,0,0,91841,0,0,0,0,5392,0,0,0,0,0,0,0,0,54999,0,0,0,437,0,0,0,6215,0,0,0,0,0,1596037,0,3998,0,0,0,0,20878,0,0,0,0,0,0,0,0,0,0,0,0,0,120942,0,0,0,0,0,0,0,0,0,0,0,1699956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146954,12891,0,0,28820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242813,6018,0,0,0,0,0,0,0,0,0,0,0,0,0,74259,0,63,1938,0,6372,0,0,0,0,164928,13904,0,25977,0,0,0,0,0,0,0,0,0,0,0,0,0,63148,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,1268772,0,0,0
河源,0,0,0,0,0,0,18232,0,0,3495620,0,0,135576,0,0,0,0,0,0,0,11607,0,0,0,0,4379,144317,0,0,0,0,0,0,0,0,947485,0,0,0,0,15152,0,517,0,0,0,0,0,0,18988,0,0,0,0,0,1620,0,0,0,133711,0,0,0,1060,0,0,0,0,0,0,588375,0,0,0,0,29112,0,0,222,0,0,0,0,0,38052,0,0,0,0,0,0,265,0,0,66,0,0,0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185026,0,0,0,0,0,0,0,0,1342,0,0,0,0,0,0,0,5303720,240785,0,0,14333,0,0,77692,0,2672,0,0,0,0,0,0,0,0,0,15631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,0,0,1793994,0,0,0,0,0,0,0,0,19580,4013,0,0,0,0,1015,0,0,2564,0,0,0,23758,0,0,0,0,0,0,0,0,0,2631,0,6843597,1549,0,0,0,0,0,0,0,0,0,0,1326,0,0,0,0,0,0,0,0,0,0,0,28964,0,0,0,0,0,0,0,0,12787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132,0,0,0,0,5163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8094,0,0,0,0,3908,1575028,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,0,17674,0,0,0,0,10321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,387,0,0,0,0,2358,0,313128,895,0,1054,0,0,0,0,315369,0,0,6849,2050,0,0,0,0,0
泉州,0,0,5747,2576509,0,0,2344198,48597,4997,35727,0,0,0,0,1984,0,0,207,0,0,0,0,0,0,5408,0,166744,0,0,0,3975,0,0,0,0,0,0,3964,0,0,0,0,6375,0,0,285541,0,0,0,0,0,0,0,0,0,0,0,11135,1136784,0,0,0,0,15146813,0,0,0,0,0,0,180014,0,0,0,0,0,0,0,608,0,47369,0,0,0,0,850,0,0,0,0,0,1944,0,0,171,0,0,0,0,0,0,840,0,2898,0,0,1337005,0,0,0,0,230074,0,0,78753,0,0,0,0,0,0,165,0,0,1766,75109,0,0,0,0,0,0,0,494818,58909,0,0,0,0,0,0,9074,0,0,0,0,0,0,204007,0,0,0,0,0,0,341680,0,0,0,0,480188,0,0,0,0,0,0,0,0,0,0,0,2700,0,858493,0,19399,0,7559,655473,0,0,0,0,0,0,0,0,0,0,33269,0,0,0,0,0,0,51887,3232175,0,0,0,41873,0,0,0,0,0,0,0,0,0,10197,0,1524838,0,4319,0,0,0,0,0,22546,0,1927,0,1612158,0,0,0,0,0,62052,0,0,0,0,4355412,0,0,9592,0,0,0,5839,1805,0,0,0,0,0,0,663,0,0,0,0,708,0,0,0,0,0,0,0,0,0,1403,7076974,0,0,0,0,0,0,0,15387,486927,0,0,0,0,0,3986043,4232,0,0,0,0,0,0,148894,0,0,0,0,1836622,0,0,2288716,0,30019,485953,0,0,0,122217,5588,0,0,0,0,6773,49936,0,0,0,681871,2285080,0,0,100169,0,6980100,0,0,0,0,11099,8645,0,0,0,0,0,0,0,2632,0,0,0,0,1992,0,794,0,1164,3552,0,405,0,0,17662,0,0,0,0,0,0,1596,0,0,13161,0,0,0,0,0,0,1583626,0,1682397
泰安,0,0,0,0,10,0,1189639,0,0,8177,42309,0,0,0,0,2831643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790272,0,0,0,7614,0,0,0,0,0,0,0,81491,0,0,0,0,0,4589,0,0,0,0,0,0,0,0,0,0,0,0,1111072,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,116465,820,0,40178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864372,0,0,0,0,0,0,0,0,7322,0,197987,0,0,0,0,0,0,341603,0,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,400,354153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,640053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9829,0,0,0,0,0,0,0,9760966,4817292,0,0,0,1346,0,0,1073801,5101,0,0,0,2763,0,0,0,0,0,0,0,59503,0,0,1076820,0,0,0,0,0,324143,0,2981,0,0,0,0,0,0,1162,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,2064,0,835819,0,0,0,0,29126,0,0,0,0,1848418,548792,0,0,0,0,0,0,0,0,0,0,0,0,0,88565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120901,0,0,0,0,0,0,0,0,0,0,0,32989,0,0,633,0,0,0,0,0,0,0,0,496,0,0,0,0,2765575,0,0,0,0,0,0,0,0,0,0,1612,0,0,0,0,0,0,0,0
泰州,0,0,0,0,7,0,4011176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277,0,0,231695,0,0,0,4491409,0,0,0,0,3558624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6377,0,0,0,87603,0,0,0,0,0,0,0,2332947,0,9857,0,0,0,247286,0,0,0,0,0,0,0,0,270293,0,0,0,0,0,0,0,0,0,5858676,0,0,0,0,0,0,0,0,0,0,0,0,0,4885167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198603,309500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4318709,0,0,4864,0,0,140,0,0,0,0,0,0,0,0,0,0,0,4898703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428282,0,0,0,0,0,0,0,0,35407,0,0,0,6020,0,0,0,0,0,4005,0,0,0,0,1373107,0,0,0,0,0,0,0,0,0,0,506431,54102,0,0,0,0,0,0,0,0,259,0,0,280,0,0,0,0,10990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泸州,0,2826,0,0,0,0,0,0,626,0,0,0,101387,0,0,0,0,317,0,1701,0,0,0,0,0,26584,0,0,0,0,568,0,0,0,0,0,0,0,6778,0,0,0,0,0,0,6304,0,0,1470398,0,0,0,0,0,0,299648,15629,0,1679,0,0,0,0,1024452,0,0,0,0,0,9512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56939,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,3408748,0,0,0,0,0,0,127,21832,0,0,3221,0,0,0,0,0,0,0,0,238330,0,0,0,0,0,0,0,0,0,0,0,14201,0,27577,0,4433,0,6147580,0,0,0,0,12060,0,1557,0,2881,0,0,0,0,0,8879,0,0,7561,0,246,412,114400,0,0,0,0,0,0,0,0,6889,1093032,0,2087,0,0,0,0,0,0,0,0,0,0,1985,1092869,0,0,5489,0,0,0,0,0,106544,0,16517,0,0,0,0,92261,0,0,0,0,0,4646,1906,0,0,0,3441,157199,0,243945,0,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,573,0,655,0,0,354,0,0,0,0,0,32487,0,1781,0,0,90293,0,0,4328,0,37119,0,0,1578593,0,0,605390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49272,0,68325,0,0,0,0,0,0,0,0,0,0,0,4290102,0,4855,0,9486,6543,0,0,0,0,5286147,8980,0,0,0,40301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,484,0,940,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30498,0,0,24595
洛阳,0,0,0,0,6,3960767,3092343,0,0,0,0,0,0,3365,0,0,0,0,3490,0,0,0,0,0,0,0,0,0,0,0,0,2939,0,0,0,6929,0,125,0,0,16953,0,0,0,0,0,121345,0,0,0,0,3561901,0,0,0,19176,0,38580,2497,0,0,923216,0,41898,0,0,0,0,7759,0,0,0,0,0,0,102045,0,0,0,0,0,0,0,0,443003,0,0,0,58184,0,0,188,0,0,0,0,0,0,0,11735,0,0,0,0,0,0,0,0,0,0,61502,0,0,20431,0,0,0,0,0,0,0,0,0,0,8703,0,0,0,0,0,0,3069752,0,0,3097350,0,0,0,0,818736,0,0,87811,0,0,0,0,0,0,1888,0,0,0,8038,0,0,5045,9368,0,0,0,0,1010508,0,0,0,0,0,0,0,1837752,0,0,6559,0,0,41958,0,0,2217,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38687,0,0,0,0,0,0,0,0,0,0,1150895,0,15223,0,0,2753,0,0,0,0,2299488,0,0,15225,0,0,0,0,29111,0,36707,0,0,0,0,0,0,5190,0,2216781,0,0,286,8214,0,0,0,0,0,0,548,0,1934,0,0,0,0,0,0,0,0,50,0,0,9269,0,0,0,0,0,0,0,0,1357544,0,0,0,5446,0,0,0,0,0,21319,0,0,0,0,0,0,2480733,135938,0,0,0,0,0,0,3750,3193,0,0,0,14451,3041,0,0,0,0,0,0,0,15112886,0,0,0,696238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,0,0,6049,0,0,0,86,0,172,130,3113,0,0,0,0,0,0,0,0,5979,0,100979,0,0,0,145,2151,0,0,0,0,0,0,0
济南,2214,0,0,0,20,3038,1461595,16868,0,0,2497475,0,0,18488,2350,6009154,0,0,0,1345,0,0,0,0,0,299080,0,0,0,1913,2343,0,0,28697,0,0,0,162,0,0,0,0,1525,1064,0,0,51553,0,10253,0,0,5348410,0,0,0,0,0,0,73120,0,0,0,0,6392407,0,0,0,0,1081268,0,0,428321,0,0,0,0,691457,0,2792,0,0,0,7354444,0,0,0,24500,0,0,4839,0,1288,0,0,80,0,249174,0,0,0,0,0,0,3255832,37790,0,0,0,5104,0,0,0,0,0,131514,0,0,0,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326829,0,0,11652,57557,9841,0,11100390,124641,0,3416,0,0,0,11634003,0,0,0,0,0,198304,0,0,0,0,0,0,0,0,0,286,2159933,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,22020,0,319,3235146,0,0,3795645,18867,0,0,0,3970,0,0,0,0,699326,0,0,0,0,9719,0,22411,1462648,9971081,0,123236,0,0,8100789,1573,8772,61829,31577,0,0,6799519,0,0,0,0,33227,0,0,0,8070,1840,0,0,5116833,0,177983,7948578,0,262216,448,0,0,6427488,0,448529,0,0,0,0,0,2927,12463,0,1269,37586,73,9991,0,0,0,0,111260,838,0,6630,109,165651,0,0,6075,347613,194569,6093716,0,46545,3766,0,0,0,0,0,243432,2073524,6258323,3910,0,0,0,7019,0,0,4197,0,35229,0,0,0,6728936,4208,17864,31153,0,1819,0,0,0,0,0,0,0,2487,52005,31318,0,0,0,0,0,0,0,0,7484691,0,7256,0,0,0,0,0,0,0,0,0,239314,23290,2158,6954,0,0,0,0,0,1858,0,1469,721,0,0,0,3684,9910149,0,6971,0,0,0,9296,0,0,0,0,11017,64575,0,3319,34247,49465,0,352713,16947
济宁,0,0,0,0,34,0,454298,0,0,67442,49129,1652,0,0,0,4039963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,0,0,2282,0,0,901,0,1446,0,0,0,0,0,1272387,0,0,0,0,0,0,0,0,197,0,0,0,0,5688,0,0,0,0,0,0,295572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698128,0,0,0,2901,0,0,0,15356,2522266,0,27760,0,0,0,0,0,0,151022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526249,11973,0,0,0,0,0,0,0,0,0,0,0,0,1106,0,0,0,1642,6787947,0,0,0,0,0,0,4517,0,0,0,0,0,0,0,14559,0,0,0,0,4316,0,4869611,0,0,0,7894632,0,788,2601,20648,884,0,0,157594,0,0,0,2256078,0,0,0,0,0,0,0,0,28318,0,0,434904,0,0,0,0,0,368175,0,18452,0,0,0,0,0,0,433,1224,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,21352,0,120357,0,0,0,0,0,0,0,0,0,229913,6812163,0,0,0,0,0,0,0,0,0,0,0,0,0,7452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7149,0,0,9804,0,0,0,0,0,0,0,0,0,0,0,9706,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,663,3606629,0,0,0,0,0,0,0,0,0,0,724,7366,0,0,0,0,0,5707,0
济源,0,0,0,0,0,921,79457,0,0,15955,0,0,1349,0,4045,0,0,0,0,0,4154,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,1806,0,0,0,0,786,0,0,0,0,0,0,0,0,0,0,65589,0,0,0,407,0,24760,0,0,0,15977,0,25940,0,0,0,0,0,0,405,0,0,0,0,4632,0,0,0,0,0,0,0,0,22014,0,0,0,0,336,0,0,0,0,0,493,0,0,958,0,0,0,2145,0,0,0,0,0,0,0,21422,0,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,15267,0,0,115482,0,726,0,0,31775,0,0,0,3958,0,0,0,1592,0,0,0,2329,0,0,0,0,0,0,2522,0,0,0,337831,0,0,0,0,4067,0,869,154211,0,0,111,476,0,180938,0,0,0,0,0,0,0,6435,0,0,67,0,0,0,2327,0,0,532,0,0,445,0,0,0,0,0,581,0,9174,0,0,0,8755,0,0,0,1127433,13793,0,0,0,0,0,0,0,0,0,0,0,227680,0,721,0,0,0,0,0,568,0,0,0,0,0,0,0,935,1380,0,1602766,0,418,863,0,11695,0,0,0,899,0,0,0,0,317,0,0,0,0,0,0,0,0,7172,0,672,0,0,0,0,0,0,0,2872,5072,411,0,0,0,0,0,0,0,933,0,0,1197,0,0,0,0,14041,1046,0,1266,0,0,0,0,0,869,0,164940,0,1290,0,0,0,0,0,0,0,0,1137593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25758,739,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,373,5310,0,1627,0,0,0,0,0,0,1205,0,0,0,0,0,0,0
海东,0,0,0,0,0,0,0,0,0,0,0,0,0,858301,0,0,0,0,0,0,0,0,0,941586,0,0,0,0,0,4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713606,0,0,0,0,1713485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318732,0,0,1309,0,0,0,0,0,0,0,8128,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12489,0,0,0,0,52311,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,3990,0,1943,0,0,197784,0,0,0,0,0,0,0,0,0,0,22949,0,142096,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,76726,0,0,0,46639,0,0,0,0,0,270832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18256,0,0,0,176599,403683,0,1088470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,0,0,0,0,0,0,0,0,0,112909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8647688,418415,0,0,8940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6112,0,0,151582,0,0,0,2467,2973,0,0,0,0,0,0,0,0,0,0,0,0,405854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895864,0,0,0,0,1375,0,0,0
海北,0,0,0,0,14,18410,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,176766,0,0,0,0,0,1747,0,0,0,0,0,0,0,0,550,0,825,0,0,0,437,0,378654,0,0,0,0,119107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,0,0,2360,0,0,0,0,30113,3350,0,0,1221,1232,0,0,41269,0,0,0,0,0,0,0,0,0,0,10962,45145,216,700,0,432,979,0,0,0,0,292,0,0,0,0,0,0,9373,0,0,0,0,0,367,0,0,4281,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,419522,287,0,1119,0,0,0,0,2926,0,390,0,0,0,0,175030,0,0,0,0,0,0,0,0,0,0,1056,0,15671,9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50186,0,0,0,0,0,0,0,0,930,0,0,0,3946,0,0,0,10203,1067,0,284520,0,260376,0,508576,749,0,0,0,0,0,0,32351,0,0,0,0,0,1527,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,1919,0,0,0,0,0,0,0,510,247,0,0,0,0,0,0,0,0,0,0,1510,0,0,0,0,0,0,0,0,0,2555353,236919,0,0,9324,0,0,0,0,0,0,0,0,0,0,0,0,0,3937,0,5943,0,600,48973,0,0,0,6384,6156,0,0,0,0,0,0,0,0,0,0,0,0,10187,0,0,646,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,0,0,0,224,0,0,0,0
海南州,0,0,0,0,11,0,0,0,0,0,0,0,0,3969,0,0,0,0,0,0,0,1153,0,10942,0,0,0,0,0,0,0,569,0,0,0,0,0,0,191,0,342,0,0,0,212,0,519257,0,0,0,0,228063,0,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,14861,0,0,0,2433,0,0,0,648,0,0,0,0,0,0,0,0,0,0,39395,34994,0,586,0,748,0,0,0,0,0,0,775,0,6857,0,3441,0,1419,0,0,0,0,0,5873,0,0,13964,0,0,0,0,0,0,0,0,0,1486,0,0,0,1364,468,1992,0,18418,1919,1416,0,0,0,1760,0,558,0,0,0,0,1500,0,0,673,0,897,0,0,0,0,0,0,0,4586,0,0,0,0,0,0,4738,0,327,0,0,0,0,0,0,0,197467,0,0,215,0,0,0,1544,1518,0,46693,0,922,0,210,0,0,0,0,3294,0,0,0,203,0,0,211,14243,1773,0,408055,506199,0,0,1289669,0,0,0,0,216,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144669,0,0,0,0,586,0,0,0,0,1789,1536,232,0,0,0,0,4938,0,0,0,0,16197,0,0,0,234,0,0,0,0,0,0,0,465,0,0,4284,0,0,0,0,0,314,0,0,0,3046861,59520,281,0,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,226,775,1655,531,33490,0,0,0,18332,2918,0,0,0,0,210,0,0,0,0,0,0,0,36427,0,0,249,0,0,0,0,0,271,0,81,0,0,0,0,0,0,0,0,0,336,0,0,0,0,905,193172,0,0,0,294,0,0,0,0
海口,0,2644549,5358633,0,439,0,0,0,1499736,0,0,0,0,0,0,0,992,2100062,0,12342,37872,0,572,0,1151097,0,59209,0,0,776,342272,0,2126,0,0,0,0,411241,0,5975,21134,3151760,0,2321,48629,0,0,0,0,109138,0,80553,0,0,493994,0,0,0,0,1852109,0,314312,465,22367,0,0,0,55965,109544,6286075,0,0,0,0,0,0,4938,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,247,0,0,665,0,0,21932,0,0,0,889,0,0,0,60893,0,0,348654,7397,0,0,2312677,0,0,31084,0,0,44769,0,0,1263975,0,3936,0,537841,0,0,0,4788,0,0,129023,2129,7292,0,0,0,0,0,0,6566,0,0,55755,0,29429,0,0,4711,0,0,4341286,0,0,2817,0,0,0,9339,0,4064661,0,0,0,0,0,0,0,0,98295,0,894089,0,0,0,0,1176,51984,0,0,0,0,0,97104,0,0,0,0,0,0,0,0,0,0,0,0,5831924,0,0,75176,0,0,0,31962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248129,0,0,3183,0,511297,0,0,0,0,0,8490,0,5213448,0,0,0,0,0,0,0,0,0,728642,2375022,0,5570,0,0,423824,0,0,4324,0,0,6323,0,0,1991,242,97986,0,0,17639,0,1201928,0,0,3095,0,106199,0,0,0,10359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,0,0,381,0,0,0,0,16616,0,0,0,0,0,0,0,0,0,0,0,25430,0,5426821,6520,0,0,0,0,0,91889,0,0,0,0,10172,1411049,0,0,0,0,0,0,0,607,0,0,135,0,1382210,21796,2362,0,0,0,0,0,41499,0,0,0,1323,56423,0,126859,37642,0,0,0,0,0,0
海西州,0,0,0,0,14,783572,0,0,0,0,0,71142,0,68349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27655,0,0,0,29036,0,941137,0,0,0,0,1078,0,0,0,0,0,361,0,0,0,0,0,0,0,763367,0,0,0,0,0,0,0,0,0,0,0,0,0,40332,0,0,0,196898,0,0,0,0,12561,0,0,0,462079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36445,0,0,0,0,2217708,0,0,0,0,0,0,0,0,0,0,15739,0,4279,0,0,0,0,5402,0,0,0,0,0,0,0,0,0,0,1086,67974,0,0,0,0,0,0,0,5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0,0,0,1190908,352800,866107,0,0,0,0,0,0,0,0,0,792963,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388330,0,0,0,0,0,0,0,0,0,15049,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4239310,1646136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599916,0,0,2420,0,0,0,1109429,5227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,345,2290,53789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9564,0,0,0,0,0,0,0,0
